tool_id,tool_name,block_id,block_name,domain,module,level,format,owner_role,description,priority,dev_phase,effort_hours,adaptability,venue_types,block_dependencies,block_state,enrichment_level,mapping_status,development_status
T001-02,Probe Calibration Record,B001,Daily Temperature Monitoring,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,tracker,Manager,"Monthly record of probe thermometer calibration using the ice-water method, tracking accuracy and any adjustments or replacements needed.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B002, B003",enriched,gold,OK,planned
T001-03,Temperature Excursion Corrective Action Log,B001,Daily Temperature Monitoring,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Manager,"Documents each temperature excursion event: what was found, affected stock, actions taken, and sign-off confirming resolution.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B002, B003",enriched,gold,OK,planned
T001-05,Temperature Monitoring SOP Template,B001,Daily Temperature Monitoring,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Standard Operating Procedure covering all aspects of temperature monitoring: which units, acceptable ranges, checking frequency, probe care, escalation steps, and record-keeping requirements.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B002, B003",enriched,gold,OK,planned
T002-02,Cold Chain Management SOP,B002,Cold Chain Management SOP,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Comprehensive standard operating procedure covering the entire cold chain from delivery acceptance through storage, preparation, and display, with photographic references for fridge organisation.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B001,enriched,gold,OK,planned
T002-03,Supplier Temperature Incident Log,B002,Cold Chain Management SOP,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,tracker,Manager,"Tracks every delivery temperature issue by supplier, date, and product. Triggers supplier escalation after three incidents.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B001,enriched,gold,OK,planned
T002-04,Weekly Fridge Organisation Audit,B002,Cold Chain Management SOP,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,audit,Shift Manager,"Weekly audit checking shelf labelling, FIFO compliance, date labels, storage hierarchy, temperature readings, and overall fridge cleanliness.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B001,enriched,gold,OK,planned
T003-02,Excursion Incident Report Form,B003,Temperature Excursion Response,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Manager,"Detailed incident report capturing unit affected, temperatures, timeline, cause, corrective actions, stock discarded with cost, and management sign-off.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B001, B002",enriched,gold,OK,planned
T003-03,Time-Temperature Stock Assessment Matrix,B003,Temperature Excursion Response,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,matrix,Manager,"Decision matrix showing safe, cautionary, and discard zones based on food temperature and time out of safe range. Helps managers make rapid stock decisions.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B001, B002",enriched,gold,OK,planned
T004-02,Monthly Cold Chain Management Report,B004,Cold Chain Excellence Dashboard,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Owner,"Formatted monthly report summarising compliance rates, excursion events, supplier performance, waste costs, and improvement actions. Filed as EHO evidence.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B001, B002, B003",enriched,gold,OK,planned
T004-03,Equipment Health Scorecard,B004,Cold Chain Excellence Dashboard,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,scorecard,Manager,"Tracks each refrigeration unit's performance over time: average temperature, excursion frequency, maintenance history, and replacement recommendation status.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B001, B002, B003",enriched,gold,OK,planned
T005-02,Recipe Card Template with Allergen Flagging,B005,Allergen Identification & Labelling,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Kitchen Lead,Standardised recipe card format that includes full ingredient lists with allergens highlighted in bold or colour-coded for quick identification.,P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B007,enriched,gold,OK,planned
T005-03,Recipe Change Allergen Impact Checklist,B005,Allergen Identification & Labelling,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,checklist,Manager,"Checklist triggered whenever an ingredient or supplier changes, ensuring the allergen matrix is reviewed, updated, and staff are notified before the change goes live.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B007,enriched,gold,OK,planned
T005-04,Staff Allergen Knowledge Assessment,B005,Allergen Identification & Labelling,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,assessment,Manager,"Written and verbal assessment testing each staff member's knowledge of the 14 allergens, where they appear in the menu, and correct response procedures.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B007,enriched,gold,OK,planned
T006-02,Master Ingredients and Allergen Database,B006,PPDS Compliance System,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,tracker,Manager,"Centralised database linking every PPDS recipe to its full ingredient list, sub-ingredients, allergen declarations, supplier details, and last-verified date.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B005,enriched,gold,OK,planned
T006-04,Label Production SOP,B006,PPDS Compliance System,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Standard Operating Procedure covering the end-to-end label production process: who creates labels, approval workflow, printing standards, application method, and change management.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B005,enriched,gold,OK,planned
T006-05,Daily PPDS Label Verification Log,B006,PPDS Compliance System,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,checklist,Front-of-House Lead,"Daily pre-service verification log confirming every PPDS item on display has a correct, legible, and up-to-date label. Includes spot-check results and any corrective actions.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B005,enriched,gold,OK,planned
T007-02,Allergen Communication SOP,B007,Allergen Customer Dialogue Script,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Standard Operating Procedure covering the complete allergen communication process: when to ask, how to check, escalation steps, order flagging, and documentation requirements.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B005,enriched,gold,OK,planned
T007-03,Allergen Conversation Log,B007,Allergen Customer Dialogue Script,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,tracker,Manager,"Log for recording any interaction where a customer declared a severe allergy, including the customer's allergy, items discussed, actions taken, and outcome.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B005,enriched,gold,OK,planned
T008-02,Monthly Allergen Audit Checklist,B008,Allergen Prevention Programme,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,audit,Manager,"Comprehensive monthly audit checklist covering menu accuracy, allergen matrix currency, PPDS compliance, kitchen cross-contamination controls, staff competency, and customer communication.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B005, B006, B007",enriched,gold,OK,planned
T008-03,Allergen Incident Response Protocol,B008,Allergen Prevention Programme,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,protocol,Manager,"Step-by-step protocol for responding to a suspected allergic reaction on premises, including emergency services contact, customer care, incident documentation, and root cause analysis.",P2,Phase 2 (Week 5-12),5,low,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B005, B006, B007",enriched,gold,OK,planned
T008-04,Allergen Training Competency Record,B008,Allergen Prevention Programme,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,tracker,Manager,"Individual training record for each team member documenting allergen awareness training completion, competency test results, refresher dates, and areas for improvement.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B005, B006, B007",enriched,gold,OK,planned
T008-05,Allergen Management Policy Template,B008,Allergen Prevention Programme,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Owner,"One-page policy template setting out the cafe's commitment to allergen safety, roles and responsibilities, key procedures, and consequences of non-compliance. Signed by the owner.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B005, B006, B007",enriched,gold,OK,planned
T009-03,Handwashing Facility Check Log,B009,Handwashing Protocol,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,checklist,Manager,"Weekly checklist for inspecting handwashing facilities: soap levels, paper towel stock, water temperature, basin cleanliness, poster condition, and overall accessibility.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B011,enriched,gold,OK,planned
T009-04,Handwashing SOP Template,B009,Handwashing Protocol,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Standard Operating Procedure covering handwashing technique, trigger points, facility requirements, monitoring procedures, and corrective actions for non-compliance.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B011,enriched,gold,OK,planned
T010-02,Cross-Contamination Prevention SOP,B010,Cross-Contamination Prevention,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Standard Operating Procedure covering colour-coding, utensil assignment, workflow separation, fridge storage rules, clean-as-you-go procedures, and allergen cross-contact controls.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B009, B011",enriched,gold,OK,planned
T010-03,Weekly Kitchen Cross-Contamination Inspection,B010,Cross-Contamination Prevention,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,checklist,Manager,"Weekly inspection checklist verifying colour-coded board use, utensil assignment, fridge storage order, surface cleanliness, and workflow separation compliance.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B009, B011",enriched,gold,OK,planned
T010-04,Kitchen Workflow Risk Map,B010,Cross-Contamination Prevention,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Manager,"Visual map of the kitchen layout identifying all cross-contamination risk points with corresponding control measures, used for staff training and layout reviews.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B009, B011",enriched,gold,OK,planned
T011-02,Master Cleaning Schedule,B011,Cleaning Schedule Protocol,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,template,Manager,"Comprehensive schedule listing every cleaning task in the cafe with frequency (daily/weekly/monthly/quarterly), method, chemicals, dilution rate, responsible role, and verification method.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B009,enriched,gold,OK,planned
T011-03,Cleaning SOP Document,B011,Cleaning Schedule Protocol,D01_food_safety,M01: Food Safety & Hygiene Compliance,L2,SOP,Manager,"Standard Operating Procedure covering cleaning methods, chemical usage, dilution rates, equipment-specific procedures, and safety precautions for every cleaning task.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B009,enriched,gold,OK,planned
